JRAS00967_0195,0.452,38.87,14.70,-12.535228991163,0.0003,0.0034
JRAS05434_0199,0.41,15.49,21.03,0.0745609166042271,0.0001,0.0001
JRAS07122_0189,0.422,7.54,6.51,-11.3363471123208,0.0000,0.0011
JRAS03846_0189,0.424,11.55,30.43,4.40774134711635,0.0000,0.0002
JRAS05463_0189,0.408,6.04,21.35,-8.51135771494607,0.0002,0.0020
JRAS06646_0189,0.408,4.12,17.08,-12.6522007977275,0.0002,0.0011
JRAS06647_0189,0.39,3.70,38.54,-6.43113637431667,0.0003,0.0050
JRAS01637_0189,0.405,28.96,41.00,-14.809479823524,0.0002,0.0035
JRAS01676_0196,0.43,30.09,9.32,-22.5039905359271,0.0000,0.0010
JRAS01758_0189,0.429,38.66,34.63,-16.7817977726778,0.0001,0.0074
JRAS02444_0195,0.426,5.17,13.12,-18.1201189722253,0.0000,0.0010
JRAS01836_0189,0.404,28.88,26.12,-17.3912573310318,0.0002,0.0028
JRAS08176_0189,0.421,4.96,6.26,-24.101619580814,0.0000,0.0002
JRAS01879_0195,0.423,18.02,53.78,4.66430502792914,0.0000,0.0032
JRAS05482_0189,0.408,3.37,13.87,-20.2654432703823,0.0002,0.0005
JRAS05446_0189,0.411,4.25,6.38,-21.9543979787387,0.0001,0.0005
JRAS01992_0189,0.412,4.19,6.15,-22.5505426868847,0.0001,0.0014
JRAS02296_0189,0.411,4.38,7.73,-15.7849289515548,0.0001,0.0005
JRAS02426_0195,0.411,4.60,5.20,-15.7425809925692,0.0001,0.0002
JRAS08515_0189,0.413,5.01,12.29,-20.8490259689412,0.0001,0.0004
JRAS01604_0189,0.425,6.34,13.22,-24.4127256429501,0.0000,0.0007
JRAS01624_0189,0.426,5.33,10.09,-25.5307374860133,0.0000,0.0010
JRAS00868_0189,0.424,37.68,15.41,-16.6117679434402,0.0000,0.0031
JRAS03573_0199,0.433,19.34,9.40,-10.6257593048968,0.0001,0.0004
JRAS02335_0189,0.412,5.81,22.64,-6.35357168891529,0.0001,0.0021
JRAS02352_0195,0.414,6.08,25.83,-6.89782937528336,0.0001,0.0010
JRAS02368_0189,0.407,10.55,23.49,-1.88572186443323,0.0002,0.0008
JRAS02767_0189,0.424,27.01,12.02,-17.3033904249822,0.0000,0.0018
JRAS01229_0189,0.425,6.78,14.14,-19.3381354708668,0.0000,0.0001
JRAS01236_0189,0.432,6.08,6.42,-19.0252621372353,0.0001,0.0003
JRAS01238_0189,0.414,4.81,22.49,-13.4389433043145,0.0001,0.0014
JRAS01276_0189,0.389,7.37,88.89,-20.1716928609817,0.0003,0.0137
JRAS01634_0101,0.434,30.36,17.02,-6.27767229801572,0.0001,0.0035
JRAS05479_0189,0.405,5.95,23.86,-9.00523759037212,0.0002,0.0005
JRAS00227_0189,0.421,11.42,8.19,-13.2055982462422,0.0000,0.0002
JRAS00993_0189,0.435,28.08,12.01,-10.6197829487207,0.0001,0.0004
JRAS02393_0189,0.381,24.82,46.49,-13.7234876472903,0.0004,0.0039
JRAS02482_0197,0.43,9.31,5.29,-12.1891525648594,0.0000,0.0007
JRAS01660_0189,0.43,30.48,14.15,-16.6773753793837,0.0000,0.0039
JRAS01885_0195,0.418,7.57,6.53,-15.2460914777388,0.0001,0.0013
JRAS02420_0189,0.412,5.52,29.33,-13.8637094072516,0.0001,0.0007
JRAS03582_0189,0.414,6.02,29.86,-13.7991638820991,0.0001,0.0022
JRAS01752_0189,0.421,7.23,16.88,-13.1034793978435,0.0000,0.0011
JRAS00350_0189,0.456,34.80,17.06,-11.8547531975201,0.0003,0.0050
JRAS06708_0789,0.416,6.15,32.46,-14.0034328099913,0.0001,0.0025
JRAS01537_0189,0.439,36.80,10.22,-13.1934466174603,0.0001,0.0028
JRAS01925_0189,0.409,9.31,42.14,-11.8710654135986,0.0002,0.0011
JRAS00399_0189,0.442,24.91,25.82,-9.11276604033696,0.0002,0.0007
JRAS01938_0189,0.411,4.78,37.56,-10.8799897868472,0.0001,0.0003
JRAS02189_0289,0.437,2.28,78.09,-10.9602983311296,0.0001,0.0042
JRAS06708_0589,0.429,6.54,11.42,-13.8134649673091,0.0000,0.0003
JRAS08431_0189,0.412,7.93,13.19,-17.0359852697905,0.0001,0.0009
JRAS00411_0189,0.425,24.49,53.97,16.0093996318998,0.0001,0.0137
JRAS02250_0189,0.427,9.45,16.46,15.2275683689524,0.0000,0.0009
JRAS00988_0189,0.439,27.75,46.39,19.2726677858731,0.0001,0.0082
JRAS06879_0189,0.442,7.81,88.43,21.107263641262,0.0002,0.0048
JRAS01111_0189,0.46,35.44,36.00,-15.3154842575231,0.0003,0.0081
JRAS01934_0189,0.41,7.16,18.22,-15.7888193356295,0.0001,0.0003
JRAS01936_0189,0.44,9.17,30.16,-7.17405031031192,0.0001,0.0009
JRAS01930_0189,0.431,21.35,28.85,-5.32410194964106,0.0001,0.0040
JRAS01946_0195,0.454,18.85,47.00,2.56912661279731,0.0003,0.0002
JRAS01534_0189,0.411,4.68,90.98,-17.6028974009106,0.0001,0.0018
JRAS01765_0189,0.424,5.92,17.46,-16.8141472653837,0.0000,0.0008
JRAS01813_0189,0.431,4.30,48.47,-7.72417422219998,0.0001,0.0021
JRAS08434_0189,0.411,8.10,26.71,-7.19341985245621,0.0001,0.0015
JRAS03495_0389,0.43,31.80,18.69,-6.37670089388568,0.0000,0.0006
JRAS08433_0189,0.417,12.27,12.27,-7.56551824223993,0.0001,0.0002
JRAS02248_0189,0.413,6.08,15.14,-9.57158900595997,0.0001,0.0025
JRAS02617_0189,0.425,19.86,7.54,-10.8491920942994,0.0000,0.0005
JRAS08432_0189,0.42,7.86,7.48,-10.9978974367144,0.0000,0.0004
JRAS01937_0189,0.414,8.40,10.57,-8.11636698284476,0.0001,0.0004
JRAS02966_0101,0.415,9.54,7.72,-9.38678216598169,0.0001,0.0004
JRAS01935_0189,0.423,14.32,23.49,-11.024214422121,0.0000,0.0004
JRAS02192_0189,0.436,3.26,75.98,-10.8630024303874,0.0001,0.0053
JRAS03495_0289,0.445,32.94,39.29,-10.4364392694737,0.0002,0.0105
JRAS08437_0189,0.431,14.63,14.77,-10.3299917024421,0.0000,0.0007
JRAS08438_0189,0.437,21.67,13.33,-16.9223037507119,0.0001,0.0009
JRAS02469_0189,0.409,18.03,9.25,-24.0663019396309,0.0002,0.0019
JRAS00914_1189,0.412,16.30,11.86,-25.5889118289815,0.0001,0.0015
JRAS02311_0195,0.447,7.24,34.33,-4.98663292891193,0.0002,0.0013
JRAS05964_0101,0.44,12.93,24.24,-5.6571917928119,0.0001,0.0013
JRAS03014_0189,0.437,4.93,45.16,-9.35617780445246,0.0001,0.0028
JRAS03014_0389,0.431,7.29,26.80,-11.733821403122,0.0000,0.0011
JRAS07708_0189,0.437,9.81,21.30,-10.9487425080037,0.0001,0.0009
JRAS02913_0189,0.422,5.55,12.43,-19.3308345045462,0.0000,0.0014
JRAS03074_0189,0.415,4.23,5.59,-23.9203591707885,0.0001,0.0004
JRAS07723_0189,0.412,8.67,10.87,-13.3652724081741,0.0001,0.0011
JRAS00939_0189,0.405,20.85,57.23,-20.3064874511428,0.0002,0.0117
JRAS01820_0189,0.417,13.25,8.31,-19.5630102006145,0.0001,0.0009
JRAS07714_0189,0.404,5.63,8.18,-27.2134283096504,0.0002,0.0003
JRAS01587_0189,0.415,10.82,4.34,-19.176772154164,0.0001,0.0008
JRAS01898_0189,0.403,7.83,10.27,-19.3980061485904,0.0002,0.0004
JRAS03014_0289,0.406,9.47,15.74,-5.65845957146558,0.0002,0.0013
JRAS03058_0295,0.404,8.58,22.98,-5.50991645170845,0.0002,0.0001
JRAS03512_0299,0.414,19.64,9.48,-7.02451797275476,0.0001,0.0007
JRAS03014_1189,0.412,6.24,50.61,-8.58866584007378,0.0001,0.0035
JRAS03058_0195,0.404,15.93,13.67,-6.41896625058386,0.0002,0.0018
JRAS06666_0189,0.402,11.30,9.20,-4.71180579279958,0.0002,0.0007
JRAS03014_0589,0.399,6.31,13.64,-13.1364813596749,0.0002,0.0008
JRAS02104_0195,0.412,12.16,10.60,-11.189061284375,0.0001,0.0008
JRAS02104_0295,0.411,11.94,9.49,-10.7171315906421,0.0001,0.0012
JRAS02059_1195,0.46,8.98,59.17,4.5850335290359,0.0003,0.0016
JRAS05383_0189,0.413,5.95,21.97,0.43836934103858,0.0001,0.0016
JRAS07706_0189,0.421,5.34,57.84,-2.03161104053552,0.0000,0.0020
JRAS02525_0189,0.482,2.69,81.64,2.28642391029263,0.0005,0.0015
JRAS07917_0189,0.44,12.56,16.51,2.79403619354444,0.0001,0.0007
JRAS07709_0189,0.45,2.25,88.00,-1.65312101145828,0.0002,0.0118
JRAS07710_0189,0.41,8.69,22.21,5.71045952280045,0.0001,0.0017
JRAS07716_0189,0.416,10.55,15.51,4.2556125202287,0.0001,0.0016
JRAS05913_0189,0.434,25.87,25.90,0.772686671918232,0.0001,0.0022
JRAS00964_0189,0.441,21.91,15.10,-1.10268321360962,0.0001,0.0013
JRAS02182_0189,0.414,5.86,24.42,-2.25539193261098,0.0001,0.0018
JRAS06081_0189,0.413,9.68,25.85,-1.35647186515288,0.0001,0.0016
JRAS06050_0189,0.413,7.32,11.89,-6.7130598241563,0.0001,0.0006
JRAS06066_0189,0.411,5.67,24.54,-6.00935260246453,0.0001,0.0002
JRAS01364_0489,0.416,7.94,9.46,-5.48906849536402,0.0001,0.0004
JRAS02272_0189,0.407,5.95,16.31,-5.45738677838137,0.0002,0.0004
JRAS02871_0189,0.403,19.78,27.73,-7.02816453666455,0.0002,0.0020
KHER00096_0201,0.42,8.68,8.87,-8.33810677289711,0.0000,0.0002
JRAS01767_0195,0.436,17.94,46.02,10.8807003534668,0.0001,0.0048
JRAS03707_0189,0.421,10.91,13.87,-4.86182835920282,0.0000,0.0012
RASP00382_0199,0.424,16.96,17.30,-1.04162042905638,0.0000,0.0014
JRAS00997_0189,0.428,12.74,7.59,-18.7339526808007,0.0000,0.0008
JRAS01416_0289,0.436,6.37,8.44,-18.9988283715965,0.0001,0.0003
JRAS02505_0295,0.438,16.54,7.18,-13.5017206121353,0.0001,0.0009
JRAS07918_0201,0.443,11.47,4.75,-22.6951341452499,0.0002,0.0009
JRAS07922_0189,0.436,7.39,5.43,-23.1117360409799,0.0001,0.0005
JRAS01244_0189,0.438,14.58,4.93,-23.3129291958741,0.0001,0.0003
JRAS01416_0389,0.428,5.80,9.72,-23.6776330966293,0.0000,0.0000
JRAS02553_0189,0.414,13.73,14.28,-22.0078741609814,0.0001,0.0007
JRAS08130_0189,0.435,10.48,4.57,-18.900518446949,0.0001,0.0004
JRAS02480_0189,0.416,17.32,13.54,-24.926587523377,0.0001,0.0013
JRAS01362_0189,0.369,15.94,71.53,17.4554995009274,0.0005,0.0052
JRAS06113_0189,0.428,3.51,73.80,16.3670915265395,0.0000,0.0014
JRAS06146_0189,0.4,11.71,21.97,14.2478651237804,0.0002,0.0002
JRAS03703_0189,0.398,9.44,17.14,18.6924057112494,0.0003,0.0008
JRAS06126_0189,0.394,7.71,29.22,16.1141775260057,0.0003,0.0012
KHER00121_0189,0.398,11.44,16.99,18.2894022012296,0.0003,0.0022
JRAS02835_0189,0.419,21.27,65.21,16.1665827868595,0.0001,0.0050
JRAS01768_0189,0.38,8.70,42.13,46.0235191765771,0.0004,0.0001
JRAS06137_0199,0.397,3.37,85.55,48.1706685121908,0.0003,0.0039
JRAS02166_0189,0.382,16.68,31.96,46.6048724872288,0.0004,0.0024
JRAS02178_0189,0.385,10.17,40.20,47.5682693318709,0.0004,0.0002
JRAS02180_0189,0.38,8.80,47.51,45.2072470352212,0.0004,0.0011
JRAS06079_0189,0.373,9.07,30.94,35.461482778757,0.0005,0.0028
JRAS01418_3589,0.473,17.30,31.56,57.7947501379982,0.0004,0.0028
JRAS02448_0489,0.448,19.25,25.43,49.4871894781556,0.0002,0.0008
JRAS06107_0389,0.432,16.02,39.73,44.3314305092522,0.0001,0.0015
JRAS05463_0289,0.447,13.97,20.31,47.2289931468599,0.0002,0.0023
JRAS05421_0289,0.439,11.62,44.33,44.6036252595485,0.0001,0.0014
JRAS06552_0189,0.416,21.59,41.62,55.45375882207,0.0001,0.0023
JRAS05562_0599,0.435,10.67,12.65,30.5093255456481,0.0001,0.0000
JRAS06203_0199,0.435,18.98,12.86,34.3609531308827,0.0001,0.0014
